Event,Reference (Event),ID (Site),ID (Dataset),Site,Longitude,Latitude,Cont,Age min [ka],Age max [ka],Age [ka BP] (median),Age [ka BP] (mean),Reference (AgeModel),Depth [m],July WA-PLS,TTT std err [±] (reconstruction error for mean...),July-MAT,TTT std err [±] (reconstruction error for mean...),Annual WA-PLS,TTT std err [±] (reconstruction error for annu...),Annual-MAT,TTT std err [±] (reconstruction error for annu...),Total precip WA-PLS,Precip annual total err [±] (reconstruction error with WA-...),Total precip MAT,Precip annual total err [±] (reconstruction error for annu...),T air (7) [°C] (reconstructed mean from July ...),TTT std err [±] (reconstruction error for mean...),Precip annual total [mm/a] (reconstructed from July tempe...),Precip annual total err [±] (reconstruction error for annu...),MAAT [°C] (reconstructed from annual mea...),TTT std err [±] (reconstruction error for annu...),Precip annual total [mm/a] (reconstructed from annual mea...),Precip annual total err [±] (reconstruction error for annu...),T air (7) [°C] (reconstructed mean July tempe...),TTT std err [±] (reconstruction error for mean...),MAAT [°C] (reconstructed from annual pre...),TTT std err [±] (reconstruction error for annu...),Precip annual total [mm/a] (reconstructed from annual pre...),Precip annual total err [±] (reconstruction error for annu...),Elevation (masl),Type of data,Location type
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,37.32,39.26,38.3,38.3,AWI,1.1,17.8,2.64,20.5,2.18,7.9,2.44,11,2.25,729.1,248.2,667.9,189.77,19.3,2.1,687.1,241.62,9.3,1.95,694,242.89,17.7,2.65,7.9,2.45,741.3,232.29,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,37.41,39.36,38.39,38.39,AWI,1.12,18,2.64,22.2,2,7.9,2.45,11.6,2,634.5,248.6,530.8,184.32,19.7,2.11,581.3,241.93,9.4,1.95,597,243.48,18,2.66,7.8,2.46,653.2,232.78,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,37.52,39.46,38.47,38.47,AWI,1.14,19.9,2.62,20,2.54,9.8,2.44,10.5,2.2,504.6,247.72,656.5,204.37,20.5,2.08,475.4,241.64,10.2,1.95,475.7,242.44,19.9,2.63,9.8,2.45,501,232.12,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,37.56,39.55,38.56,38.56,AWI,1.16,17.8,2.62,20.7,2.4,7.7,2.44,11.1,2.24,624.5,248.01,626.3,204.93,19,2.08,567,242.05,8.6,1.95,588.1,242.79,17.8,2.64,7.7,2.45,618.9,232.16,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,37.62,39.66,38.64,38.64,AWI,1.18,17.4,2.63,19,2.57,7.6,2.44,9.7,2.3,704.4,247.91,777.8,227.56,18.8,2.08,656.7,241.64,8.8,1.95,661.8,242.57,17.4,2.64,7.6,2.45,705.4,232.22,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,37.71,39.79,38.72,38.73,AWI,1.2,18.3,2.63,19.8,2.32,8.6,2.44,10.3,2.16,652.9,248.08,734.6,191.21,19.5,2.08,618.8,241.94,9.8,1.95,618.5,242.95,18.2,2.64,8.6,2.45,663.3,232.14,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,37.81,39.86,38.8,38.81,AWI,1.22,15.5,2.66,14.9,2.7,6.9,2.47,6.8,2.4,940,249.8,1033.6,242.18,17.6,2.13,858.9,242.82,8.9,1.97,868.3,244.12,15.4,2.67,6.8,2.48,978.8,233.58,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,37.88,39.96,38.88,38.9,AWI,1.24,14.7,2.65,17.3,2.19,5.6,2.46,8.3,2.03,882.5,248.92,883.7,193.09,17,2.11,810,242.49,7.8,1.96,818.9,243.98,14.7,2.66,5.6,2.46,902.7,232.83,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,37.97,40.07,38.96,38.98,AWI,1.26,19.6,2.62,21.7,2.31,9.3,2.44,10.5,2.24,610.8,247.76,579.1,189.78,20.3,2.08,586.6,241.44,9.8,1.94,604.3,242.57,19.6,2.64,9.3,2.45,617.8,232.17,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,38.08,40.22,39.08,39.1,AWI,1.29,17.6,2.63,20.9,2.39,7.6,2.44,11,2.36,611.2,248.12,665.9,193.86,19.1,2.09,567.5,241.88,9,1.95,572.2,243.13,17.6,2.65,7.6,2.45,624.5,232.32,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,38.13,40.26,39.12,39.15,AWI,1.3,17.3,2.63,21.8,2.03,7.2,2.44,11.6,2.02,721.9,248.04,582.4,190.08,18.8,2.1,681.2,241.67,8.6,1.95,692.5,243.16,17.2,2.65,7.1,2.45,725.7,232.21,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,38.2,40.32,39.2,39.23,AWI,1.32,19.6,2.62,18.1,2.39,9.6,2.44,8.9,2.39,603.7,247.64,815.5,208.72,20.2,2.08,577.1,241.28,10.1,1.94,587.2,242.46,19.6,2.63,9.6,2.44,608.4,231.99,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,38.25,40.43,39.28,39.31,AWI,1.34,19,2.64,22,2.16,8.9,2.45,12,1.99,650.5,248.41,500.1,180.44,20,2.1,617,242.13,9.6,1.96,630.8,243.13,19,2.65,8.9,2.46,653.7,232.82,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,38.29,40.51,39.35,39.37,AWI,1.35,18.6,2.65,21.4,2.39,8.5,2.46,12.8,2.26,728.7,248.67,585.7,201.45,20.2,2.11,701.2,242.09,9.8,1.96,709.3,243.52,18.6,2.66,8.5,2.47,733.5,232.74,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,38.42,40.61,39.45,39.48,AWI,1.38,18.2,2.63,20.9,2.47,8.4,2.44,10.4,2.39,729.5,247.95,653.7,198.98,19.2,2.09,704.7,241.46,9.3,1.94,711.4,242.81,18.1,2.64,8.3,2.45,736.5,232.2,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,38.49,40.71,39.54,39.56,AWI,1.4,18.3,2.62,20,2.47,8.5,2.44,10.2,2.47,715.4,247.53,690.7,196.61,19,2.08,690,241.12,9.1,1.94,703.8,242.33,18.3,2.63,8.5,2.44,718.1,231.92,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,38.57,40.77,39.62,39.65,AWI,1.42,18.8,2.62,19.1,2.15,9,2.44,10.1,2.08,653.6,247.49,770,185.17,19.5,2.08,631.7,241.12,9.6,1.94,640.5,242.52,18.7,2.63,9,2.44,663.9,231.84,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,38.63,40.88,39.71,39.73,AWI,1.44,18.3,2.63,18.2,2.37,8.4,2.44,9.1,2.22,641.5,248.29,820.8,191.3,19.4,2.1,597.8,241.69,9.3,1.95,608.6,242.74,18.3,2.64,8.4,2.45,665.7,232.44,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,38.71,40.94,39.79,39.81,AWI,1.46,18.2,2.64,19.9,2.34,8.4,2.45,9.7,2.18,669.1,248.08,683.9,199.9,19.4,2.1,633.8,241.58,9.5,1.96,635.4,242.71,18.2,2.65,8.3,2.46,678.3,232.33,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,38.79,40.99,39.88,39.9,AWI,1.48,16.5,2.64,18.9,2.3,6.9,2.45,9.9,2.19,866,248.23,809,194.1,18.3,2.1,821.2,241.71,8.6,1.95,827.1,243.2,16.4,2.66,6.8,2.46,866.4,232.48,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,38.85,41.05,39.96,39.98,AWI,1.5,17.5,2.63,18.1,2.45,7.8,2.44,9,2.5,714.8,247.72,806.7,197.47,19,2.08,662.6,241.25,9.1,1.94,673.9,242.57,17.5,2.64,7.8,2.45,735.2,231.95,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,38.92,41.13,40.05,40.06,AWI,1.52,16.9,2.65,18.9,2.28,7.2,2.45,9.5,2.37,757.6,248.7,779.6,196.87,18.9,2.11,697.9,242.05,9.2,1.96,705.5,243.64,16.8,2.66,7.2,2.46,775.1,232.7,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,39,41.22,40.13,40.14,AWI,1.54,17.8,2.63,20.3,2.6,8.2,2.45,10.3,2.42,664.2,248.23,626.5,199.85,19.3,2.09,613.9,241.54,9.7,1.95,624.9,243.22,17.8,2.65,8.2,2.45,685.7,232.38,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,39.13,41.28,40.21,40.23,AWI,1.56,18.1,2.62,17.4,2.07,8.7,2.44,9,1.88,692.1,247.47,906.4,186.78,18.9,2.08,671.9,241.21,9.6,1.94,669.9,242.53,18.1,2.64,8.7,2.44,697,231.78,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,39.19,41.34,40.27,40.29,AWI,1.57,17,2.63,17.1,2.4,7.8,2.44,8.3,2.39,743.6,248.03,876.8,190.91,18.4,2.09,702.7,241.65,9.2,1.95,705.5,243.26,17,2.65,7.7,2.45,767.9,231.97,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,39.28,41.42,40.35,40.37,AWI,1.59,20.7,2.62,21.4,2.45,10.4,2.44,11.3,2.29,450.2,247.79,609,195.32,20.8,2.09,435.6,241.62,10.3,1.94,451,242.66,20.7,2.64,10.4,2.45,465.3,232.21,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,39.35,41.51,40.43,40.45,AWI,1.61,18.7,2.61,17.4,1.96,9.3,2.44,8.2,1.82,632.9,247.4,741.6,190.13,18.5,2.07,637.2,241.14,9.3,1.94,633.6,242.47,18.6,2.63,9.2,2.44,636.2,231.83,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,39.47,41.58,40.52,40.54,AWI,1.64,18.1,2.63,20.5,2.39,8.2,2.44,10.5,2.36,669.5,247.98,681.4,195.64,19.3,2.09,634,241.48,9.3,1.95,647.2,243.03,18,2.64,8.2,2.45,685.9,232.2,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,39.55,41.63,40.58,40.6,AWI,1.65,18.2,2.61,16.8,2.03,8.7,2.43,8.1,1.87,734.3,247.25,873,195.74,18.3,2.07,726.6,240.92,8.8,1.94,731.7,242.2,18.2,2.63,8.7,2.44,729.3,231.64,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,39.68,41.71,40.69,40.7,AWI,1.68,17.5,2.62,18.6,2.22,8.2,2.43,9.6,1.96,789.2,247.48,739.4,180.97,18.1,2.07,773.7,241.13,8.7,1.94,781.4,242.43,17.5,2.63,8.2,2.44,797.8,231.73,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,39.77,41.79,40.77,40.79,AWI,1.7,18.6,2.62,18.2,2.01,9.1,2.44,8.6,1.89,592.5,247.57,638.9,173.89,19,2.08,570.1,241.22,9.5,1.94,567.1,242.51,18.5,2.64,9,2.44,610.9,231.76,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,39.8,41.84,40.81,40.83,AWI,1.71,16.9,2.63,17.3,1.97,7.6,2.44,8.8,1.82,865.5,247.58,845.6,189.3,17.9,2.08,841,241.37,8.6,1.94,845.2,242.72,16.8,2.64,7.5,2.44,868.7,231.8,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,39.89,41.86,40.87,40.89,AWI,1.72,19,2.62,18.3,2.14,9.2,2.43,8.3,2.01,714.6,247.23,764.1,193.7,19.6,2.07,701.2,240.97,9.7,1.94,704.4,242.14,18.9,2.63,9.2,2.44,709.4,231.6,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,39.96,41.91,40.94,40.97,AWI,1.74,16.9,2.63,17.9,2.09,7.8,2.44,9.2,1.88,797.7,247.97,793.2,188.12,17.8,2.08,765.5,241.46,8.7,1.94,766.8,242.77,16.9,2.64,7.8,2.45,821.6,231.91,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,40.03,42.01,41.03,41.05,AWI,1.76,18.9,2.63,18.4,2.32,9.2,2.44,9.6,2.16,668.4,247.75,812.3,207.76,19.6,2.08,630.2,241.36,9.7,1.95,644,242.4,18.8,2.64,9.2,2.45,685.3,232.09,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,40.11,42.1,41.11,41.13,AWI,1.78,17.9,2.63,18.3,2.52,8.3,2.45,9,2.22,719.2,248.28,820.8,205.61,19.3,2.09,664.9,242.05,9.3,1.95,687.2,243.04,17.9,2.64,8.3,2.45,731.7,232.57,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,40.19,42.16,41.18,41.21,AWI,1.8,17.7,2.66,19.5,2.38,7.9,2.46,10.2,2.22,712,249.15,770.3,192.09,19.7,2.11,640.6,242.33,9.4,1.96,667.9,243.48,17.7,2.67,7.9,2.47,742.2,233.22,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,40.29,42.23,41.25,41.29,AWI,1.82,19.1,2.63,19.9,2.34,8.5,2.45,9.2,1.93,556.7,248.3,679.6,196.88,20.2,2.1,528.9,242.01,9.4,1.95,545.1,243.51,19,2.65,8.4,2.46,559.9,232.77,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,40.4,42.3,41.35,41.39,AWI,1.84,19.4,2.63,22.5,2.18,9.5,2.44,12,2.06,702.2,247.82,576.6,189.34,20.4,2.09,692.5,241.59,10.3,1.95,703.4,242.92,19.4,2.64,9.5,2.45,699.1,232.45,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,40.45,42.36,41.42,41.45,AWI,1.86,17.9,2.63,19.9,2.5,7.8,2.45,9.8,2.38,593.9,248.11,690,196.41,19.5,2.09,542.1,241.71,9.4,1.95,543.6,243.22,17.8,2.65,7.8,2.45,613.1,232.42,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,40.52,42.47,41.49,41.53,AWI,1.88,17.3,2.63,18.9,2.32,7.7,2.44,9.3,2.42,756.6,247.8,799,211.37,19.1,2.08,699.3,241.34,9.2,1.95,708.6,242.56,17.3,2.64,7.7,2.45,770,232.06,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,40.66,42.52,41.57,41.6,AWI,1.9,18.1,2.63,20.4,2.33,8.3,2.44,10.5,2.21,695.2,247.77,666.1,199.24,19.6,2.09,644.9,241.26,9.6,1.94,657.3,242.66,18,2.64,8.3,2.45,709.8,232.06,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,40.73,42.62,41.65,41.68,AWI,1.92,19.8,2.62,20.7,2.44,9.9,2.44,10.6,2.28,701.8,247.55,620,191.9,20.3,2.07,692.9,241.18,10.1,1.94,710,242.44,19.8,2.63,9.8,2.44,706.7,232.02,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,40.81,42.71,41.73,41.76,AWI,1.94,19.6,2.61,22.7,2.08,9.6,2.43,11.3,1.98,667,247.33,482.1,185.86,19.8,2.07,663.7,241.14,9.5,1.94,678.9,242.36,19.6,2.63,9.6,2.44,661.8,231.84,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,40.87,42.81,41.8,41.84,AWI,1.96,17.3,2.63,17.6,2.25,7.9,2.44,8.8,2.09,866.7,247.7,886.9,197.09,18.3,2.08,850.7,241.51,9,1.94,850.7,242.79,17.2,2.64,7.9,2.44,863.4,231.97,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,41.01,42.9,41.88,41.92,AWI,1.98,17.7,2.61,17.3,2.2,8.3,2.43,8.6,1.99,944.6,247.56,917.5,195.94,17.8,2.07,957.6,241.8,8.3,1.94,965,242.88,17.7,2.63,8.2,2.44,921.6,232.31,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,41.11,42.96,41.96,42,AWI,2,20,2.62,18.1,2,10.2,2.43,9.1,1.83,736.4,247.35,634.4,172.43,19.4,2.07,766.4,241.36,9.5,1.94,771,242.33,19.9,2.63,10.2,2.44,735.8,231.86,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,41.19,43.09,42.04,42.08,AWI,2.02,18.6,2.62,19.2,2.3,8.8,2.44,9.5,2.34,691.5,247.61,711.9,196.52,18.9,2.08,673.9,241.25,9.1,1.94,688.2,242.55,18.6,2.63,8.8,2.44,704.1,232.06,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,41.29,43.19,42.14,42.17,AWI,2.04,19.3,2.61,20.6,2.13,9.3,2.44,10.3,1.95,658.8,247.3,631.4,191.52,19.5,2.07,655.5,241.25,9.4,1.94,664,242.5,19.3,2.63,9.3,2.44,661,231.86,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,41.44,43.28,42.19,42.24,AWI,2.06,18.3,2.62,19.5,2.25,8.6,2.43,10.1,2.04,736.2,247.5,715.6,192.54,19,2.08,716.8,241.17,9.1,1.94,727.5,242.49,18.3,2.63,8.5,2.44,741.2,231.85,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,41.59,43.39,42.26,42.31,AWI,2.08,18.6,2.62,21.1,2.18,8.6,2.44,11,2.06,675.1,247.48,651.2,191.33,19.5,2.08,653.8,241.2,9.4,1.94,661.5,242.54,18.6,2.63,8.6,2.44,675.7,231.92,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,41.73,43.5,42.33,42.39,AWI,2.1,17.8,2.64,18.4,2.48,8.2,2.45,9.3,2.15,1069,249.2,907.7,217.49,18.6,2.1,1087,244.02,8.7,1.95,1102.3,244.54,17.7,2.65,8.1,2.45,1038.9,233.57,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,41.82,43.62,42.4,42.47,AWI,2.12,19.1,2.62,20,2.18,9.7,2.44,10.4,2.01,802.7,247.59,688.5,185.54,19.8,2.07,799.6,241.41,10.1,1.94,806.6,242.71,19,2.63,9.6,2.44,797.9,231.93,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,42.01,43.72,42.48,42.56,AWI,2.14,18.3,2.62,20.8,2.19,8.4,2.44,10.2,2.3,687.1,247.45,632.5,191.11,18.7,2.08,679.8,241.32,8.7,1.94,691.5,242.65,18.2,2.64,8.3,2.44,686.5,231.94,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,42.28,43.82,42.56,42.67,AWI,2.16,17.8,2.62,17.3,2.11,8.4,2.44,8.6,1.95,1043.1,247.96,913.5,211.12,17.5,2.07,1085.7,242.4,8.1,1.94,1094.9,243.28,17.7,2.63,8.3,2.44,1001.3,232.76,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,42.47,43.98,42.66,42.78,AWI,2.18,17.7,2.64,18.5,2.34,8.1,2.46,9.3,2.18,1377.9,251.87,910.6,214.9,17.3,2.1,1469.5,248.8,7.6,1.96,1485.4,247.88,17.5,2.66,8,2.46,1289.7,236.89,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,42.53,44.08,42.76,42.89,AWI,2.2,18.5,2.62,18.9,2.11,9,2.44,9.8,1.93,713.4,247.6,686.9,179.01,18.6,2.07,710.9,241.22,9,1.94,716.8,242.46,18.5,2.63,9,2.44,730.6,231.7,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,42.59,44.2,42.87,43.01,AWI,2.22,17.9,2.62,18.1,2.05,8.5,2.44,8.1,1.96,757.1,247.46,760,189.03,18.6,2.08,741.2,241.34,9.1,1.94,750.1,242.77,17.8,2.63,8.4,2.44,751.2,231.79,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,42.67,44.43,43.06,43.21,AWI,2.24,18.7,2.62,20.2,2.24,9,2.44,10,2.19,670.1,247.66,681.7,194.13,19.6,2.09,646.9,241.35,9.8,1.95,660.7,242.79,18.6,2.64,9,2.45,673.2,232.13,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,42.72,44.72,43.23,43.4,AWI,2.26,20.1,2.61,21.7,2.3,10,2.44,10.7,2.06,607.8,247.38,575.5,195.33,20.1,2.07,609.3,241.21,9.8,1.94,626.4,242.33,20.1,2.63,10,2.44,601.2,231.85,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,42.74,44.96,43.32,43.5,AWI,2.27,17.6,2.62,19,2.09,8.2,2.44,9.4,1.98,820.9,247.57,680.1,177.28,17.9,2.08,818.7,241.49,8.5,1.94,824.7,242.78,17.5,2.63,8.2,2.44,817.6,231.8,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,42.78,45.52,43.48,43.7,AWI,2.29,18.5,2.62,18.3,2.05,9,2.44,8.9,1.91,651,247.36,681.5,187.59,18.9,2.07,634.7,241.02,9.4,1.94,638.6,242.37,18.5,2.63,9,2.44,659.9,231.64,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,42.87,45.95,43.65,43.89,AWI,2.31,17.1,2.63,18.4,2.47,7.3,2.44,8.8,2.36,753.3,247.85,731.4,197.9,18,2.08,718.8,241.38,8.1,1.94,737,242.59,17.1,2.64,7.3,2.45,756.2,232.12,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,42.97,46.16,43.86,44.09,AWI,2.33,17.4,2.63,18.3,2.35,7.8,2.44,9.1,2.37,755.3,247.8,801.6,194.03,18.4,2.09,721.6,241.34,8.7,1.94,734.5,242.73,17.3,2.64,7.8,2.45,768.1,231.99,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,43.05,46.47,44.05,44.28,AWI,2.35,17.7,2.62,18.6,2.27,8,2.44,9.2,2.31,728.9,247.62,786.2,195.53,18.4,2.08,696,241.29,8.5,1.94,712.3,242.53,17.7,2.63,8,2.44,745,231.99,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,43.11,46.85,44.25,44.48,AWI,2.37,18.2,2.64,18.7,2.37,8.2,2.44,9.4,2.4,738.4,248.24,791.8,198.46,18.9,2.1,710.4,241.84,8.8,1.95,724.6,242.87,18.1,2.64,8.2,2.45,748.2,232.6,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,43.17,47.2,44.43,44.67,AWI,2.39,17.5,2.63,18.4,2.31,7.6,2.44,9.1,2.42,712.9,248.27,796.1,202.24,19,2.1,662.6,241.66,9,1.95,675.7,243.01,17.5,2.65,7.6,2.45,736.4,232.44,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,43.33,47.38,44.65,44.88,AWI,2.41,17.5,2.62,16.8,2.22,8.5,2.44,7.5,1.97,938.1,247.96,916.5,212.6,18.4,2.08,940,242.3,9.1,1.94,951.6,243.27,17.4,2.63,8.4,2.44,927.5,232.52,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,43.41,47.7,44.83,45.08,AWI,2.43,17.7,2.63,20.1,2.16,8.1,2.44,10.8,2.06,834.4,247.68,780.9,188.18,19,2.08,813.2,241.6,9.3,1.94,816.8,242.99,17.6,2.64,8.1,2.44,839.6,232.08,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,43.52,48.08,45.02,45.27,AWI,2.45,19.1,2.62,20.2,2.13,9.4,2.44,10.8,2,796.3,247.5,692,185.08,19.7,2.07,792.8,241.4,9.8,1.94,801.9,242.66,19,2.63,9.3,2.44,794.2,232.04,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,43.58,48.43,45.22,45.48,AWI,2.47,19.3,2.61,17.5,2.23,9.6,2.43,8.4,2.01,770.4,247.4,848.6,220.68,19.1,2.07,790,241.52,9.3,1.94,796.8,242.61,19.3,2.63,9.6,2.44,764.7,232.19,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,43.73,48.65,45.41,45.67,AWI,2.49,18,2.62,17.8,2.38,8.5,2.44,8.7,2.45,779.6,247.62,847.9,192.16,19.3,2.08,742.6,241.25,9.6,1.94,758.3,242.74,18,2.63,8.5,2.44,787.4,232.02,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,43.86,48.92,45.62,45.86,AWI,2.51,16.5,2.63,16.7,2.59,7.2,2.44,7.8,2.53,838.8,248.12,957.9,206.35,18.2,2.09,787.3,241.55,8.8,1.95,796.9,243.1,16.5,2.65,7.2,2.45,851.3,232.27,656,Raw,Lake
MONT82,Neotoma,3295,4275,Lago Grande di Monticchio,15.605185,40.931235,Europe,43.91,49.07,45.72,45.96,AWI,2.52,19.1,2.63,17,2.22,9.5,2.44,8.4,2.11,763.7,247.78,924.6,196.37,20,2.08,746.5,241.37,10.3,1.94,755.3,242.72,19.1,2.64,9.5,2.45,764.5,232.11,656,Raw,Lake
