Event,Reference (Event),ID (Site),ID (Dataset),Site,Longitude,Latitude,Cont,Age min [ka],Age max [ka],Age [ka BP] (median),Age [ka BP] (mean),Reference (AgeModel),Depth [m],July WA-PLS,TTT std err [±] (reconstruction error for mean...),July-MAT,TTT std err [±] (reconstruction error for mean...),Annual WA-PLS,TTT std err [±] (reconstruction error for annu...),Annual-MAT,TTT std err [±] (reconstruction error for annu...),Total precip WA-PLS,Precip annual total err [±] (reconstruction error with WA-...),Total precip MAT,Precip annual total err [±] (reconstruction error for annu...),T air (7) [°C] (reconstructed mean from July ...),TTT std err [±] (reconstruction error for mean...),Precip annual total [mm/a] (reconstructed from July tempe...),Precip annual total err [±] (reconstruction error for annu...),MAAT [°C] (reconstructed from annual mea...),TTT std err [±] (reconstruction error for annu...),Precip annual total [mm/a] (reconstructed from annual mea...),Precip annual total err [±] (reconstruction error for annu...),T air (7) [°C] (reconstructed mean July tempe...),TTT std err [±] (reconstruction error for mean...),MAAT [°C] (reconstructed from annual pre...),TTT std err [±] (reconstruction error for annu...),Precip annual total [mm/a] (reconstructed from annual pre...),Precip annual total err [±] (reconstruction error for annu...),Elevation (masl),Type of data,Location type
PBBVANDA,Neotoma,1812,3501,Pittsburg Basin,-89.18984,38.90363,Eastern North America,78.5,99.54,86.14,86.82,AWI,552,24,2.14,25.7,1.51,11.9,2.44,13.8,1.86,991.9,186.35,1151,134.64,23.8,1.52,1035.9,144.85,12.6,1.86,1066.7,148.82,24.1,1.63,11.2,1.96,921.4,120.3,162,Raw,Lake
PBBVANDA,Neotoma,1812,3501,Pittsburg Basin,-89.18984,38.90363,Eastern North America,78.98,100.16,86.92,87.57,AWI,557,23.7,2.14,24.4,1.54,11.1,2.44,12,2,937.1,186.14,1062,151.67,23.5,1.52,961.9,144.75,11.5,1.85,987.1,148.68,23.8,1.63,10.6,1.96,890.9,120.27,162,Raw,Lake
PBBVANDA,Neotoma,1812,3501,Pittsburg Basin,-89.18984,38.90363,Eastern North America,79.78,102.67,88.36,89.09,AWI,567,24,2.14,24.1,1.49,11.9,2.43,11.8,1.94,979.9,186.07,1086.1,145.71,23.6,1.52,992.8,144.68,12.1,1.85,1023.2,148.63,24,1.63,11.2,1.95,922.8,120.05,162,Raw,Lake
PBBVANDA,Neotoma,1812,3501,Pittsburg Basin,-89.18984,38.90363,Eastern North America,80.92,105.33,89.95,90.63,AWI,577,23.3,2.14,23.9,1.53,10.5,2.43,11,2,897.4,186.05,998.7,147.13,23.1,1.52,936.8,144.63,11.2,1.85,955.9,148.54,23.3,1.63,10.1,1.95,882.8,120.19,162,Raw,Lake
PBBVANDA,Neotoma,1812,3501,Pittsburg Basin,-89.18984,38.90363,Eastern North America,81.92,106.97,91.43,92.2,AWI,587,23.3,2.14,22.7,1.41,10.6,2.43,8.8,1.79,908.1,185.87,910.6,147.2,23.1,1.52,923.4,144.49,10.9,1.85,950.4,148.34,23,1.62,9.9,1.95,870.8,119.88,162,Raw,Lake
PBBVANDA,Neotoma,1812,3501,Pittsburg Basin,-89.18984,38.90363,Eastern North America,82.75,109.32,92.99,93.76,AWI,597,22.5,2.14,22.6,1.41,9.5,2.43,8.4,1.84,915,185.72,883.6,147.32,22.4,1.52,906.5,144.38,9.6,1.85,935.2,148.28,22.5,1.62,8.6,1.94,849.8,119.82,162,Raw,Lake
PBBVANDA,Neotoma,1812,3501,Pittsburg Basin,-89.18984,38.90363,Eastern North America,83.81,111.1,94.77,95.46,AWI,608,23.4,2.14,23,1.46,10.8,2.43,9.6,2,1008,186.01,951.4,147.09,23,1.52,1001.8,144.59,10.8,1.85,1022.5,148.56,24.1,1.63,10.1,1.95,896.2,120.09,162,Raw,Lake
PBBVANDA,Neotoma,1812,3501,Pittsburg Basin,-89.18984,38.90363,Eastern North America,84.48,112.8,96.21,96.84,AWI,617,23.1,2.14,23.2,1.45,10.4,2.43,9.9,1.92,932.9,186.08,978.3,151.33,22.9,1.52,932,144.69,10.4,1.85,958.1,148.65,22.8,1.63,9.3,1.95,858.7,120.14,162,Raw,Lake
PBBVANDA,Neotoma,1812,3501,Pittsburg Basin,-89.18984,38.90363,Eastern North America,85.88,114.79,97.72,98.41,AWI,627,23.7,2.14,24.8,1.63,11.4,2.44,13.1,2.13,952.4,186.29,1171.6,146.39,23.3,1.52,966.2,144.68,11.7,1.85,984.3,148.74,23.9,1.63,10.5,1.95,879.6,120.19,162,Raw,Lake
PBBVANDA,Neotoma,1812,3501,Pittsburg Basin,-89.18984,38.90363,Eastern North America,87.08,117.05,99.22,100,AWI,637,24.1,2.14,25.8,1.53,11.9,2.44,13.8,1.99,982.1,186.46,1153.8,146.55,23.5,1.52,987.8,144.83,12.1,1.86,1002.1,149.04,25,1.63,11.1,1.95,884.6,120.39,162,Raw,Lake
PBBVANDA,Neotoma,1812,3501,Pittsburg Basin,-89.18984,38.90363,Eastern North America,88.15,119.49,100.74,101.59,AWI,647,24.5,2.14,23.5,1.55,12.8,2.45,11.1,1.87,1118.1,187.49,1070.1,145.87,23.7,1.53,1133.4,145.79,13.3,1.88,1163.4,150.18,25.6,1.66,11.9,1.97,995.1,121.86,162,Raw,Lake
PBBVANDA,Neotoma,1812,3501,Pittsburg Basin,-89.18984,38.90363,Eastern North America,89.34,121.44,102.37,103.16,AWI,657,23.2,2.14,24.1,1.75,11.4,2.44,12.8,2.45,978.8,186.61,1192.4,168.03,22.7,1.52,1038.2,144.74,12.5,1.85,1043.5,148.86,24.3,1.63,11.2,1.96,976.9,120.48,162,Raw,Lake
PBBVANDA,Neotoma,1812,3501,Pittsburg Basin,-89.18984,38.90363,Eastern North America,89.54,122.07,102.68,103.48,AWI,659,22.8,2.14,23.2,1.62,10.9,2.44,11.1,2.15,983.4,186.18,1077.3,155.56,22.5,1.52,1022,144.62,11.8,1.85,1034.6,148.61,23.6,1.63,10.7,1.95,975,120.17,162,Raw,Lake
PBBVANDA,Neotoma,1812,3501,Pittsburg Basin,-89.18984,38.90363,Eastern North America,90.2,123.93,103.86,104.74,AWI,667,22.6,2.14,22.1,1.41,10.2,2.43,9,1.78,1020.7,186.39,964.3,133.3,22.2,1.52,1082.8,144.58,11.2,1.85,1087.3,148.68,23.6,1.63,10,1.95,996.8,120.39,162,Raw,Lake
PBBVANDA,Neotoma,1812,3501,Pittsburg Basin,-89.18984,38.90363,Eastern North America,90.97,124.89,104.68,105.54,AWI,672,22.5,2.14,21.6,1.38,10.1,2.43,8.3,1.61,1011.9,186.22,938.3,119.59,22.1,1.52,1061.1,144.55,11,1.85,1065.4,148.58,23.1,1.62,9.8,1.95,988.8,120.21,162,Raw,Lake
PBBVANDA,Neotoma,1812,3501,Pittsburg Basin,-89.18984,38.90363,Eastern North America,91.61,125.34,105.61,106.34,AWI,677,22,2.14,21,1.4,8.4,2.43,6.5,1.73,997.6,186.15,791.2,125.02,21.8,1.52,1040.6,144.56,8.9,1.85,1046,148.6,23,1.62,8,1.95,910.4,120.39,162,Raw,Lake
PBBVANDA,Neotoma,1812,3501,Pittsburg Basin,-89.18984,38.90363,Eastern North America,92.12,126.33,106.34,107.15,AWI,682,21.3,2.14,20.5,1.37,7.3,2.43,6,1.7,923.5,185.91,747.1,118.95,21.3,1.52,947.8,144.34,7.6,1.85,957.6,148.41,21.8,1.62,6.8,1.95,856.2,120.08,162,Raw,Lake
PBBVANDA,Neotoma,1812,3501,Pittsburg Basin,-89.18984,38.90363,Eastern North America,92.7,127.48,107.11,107.95,AWI,687,20.7,2.14,20.4,1.35,6.7,2.43,5.7,1.66,898.7,185.76,748.1,118.66,20.8,1.52,918.1,144.2,7,1.85,934.4,148.21,21.2,1.62,6.3,1.94,859.5,119.9,162,Raw,Lake
PBBVANDA,Neotoma,1812,3501,Pittsburg Basin,-89.18984,38.90363,Eastern North America,92.95,128.37,107.57,108.44,AWI,690,20.3,2.14,20.2,1.37,6.1,2.43,5.3,1.7,921.8,185.74,711.5,118.38,20.5,1.52,929.7,144.28,6.7,1.85,963,148.29,20.6,1.62,5.6,1.94,882.1,119.91,162,Raw,Lake
PBBVANDA,Neotoma,1812,3501,Pittsburg Basin,-89.18984,38.90363,Eastern North America,93.14,128.97,107.88,108.76,AWI,692,19.6,2.13,20.1,1.36,4.9,2.43,5.3,1.68,887,185.68,708.6,118.41,20,1.52,899,144.22,5.4,1.85,923.9,148.22,19.9,1.62,4.5,1.94,854.4,119.87,162,Raw,Lake
PBBVANDA,Neotoma,1812,3501,Pittsburg Basin,-89.18984,38.90363,Eastern North America,94.79,131.01,109.78,110.64,AWI,704,17.8,2.14,15.3,1.78,2.7,2.43,-0.3,1.65,832.4,185.79,749.9,119.21,19,1.52,830.5,144.37,4.1,1.85,918.8,148.64,17.9,1.63,2.8,1.95,865,120.24,162,Raw,Lake
PBBVANDA,Neotoma,1812,3501,Pittsburg Basin,-89.18984,38.90363,Eastern North America,95.47,132.19,110.81,111.58,AWI,710,19.3,2.14,16.7,1.53,5,2.43,1.6,1.63,806.5,185.73,648.8,117.91,20,1.52,775,144.29,5.1,1.85,828.2,148.33,19,1.62,4.6,1.95,812.2,120.03,162,Raw,Lake
PBBVANDA,Neotoma,1812,3501,Pittsburg Basin,-89.18984,38.90363,Eastern North America,96.18,133.43,111.69,112.53,AWI,716,18.2,2.14,16.9,1.62,2.9,2.43,2.1,1.79,712.8,185.78,651.6,120.21,19.3,1.52,712.5,144.39,3.7,1.85,763.3,148.45,17.5,1.62,2.9,1.95,763.4,120.07,162,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,-0.13,0.03,-0.05,-0.05,AWI,0,11.5,1.94,11.9,1.48,-7.8,3,-8.9,1.91,231.9,229.84,220.7,185.42,11,1.65,230.8,258.38,-8.5,1.83,247.9,94.73,11.8,1.72,-8.7,1.95,211.3,40.61,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,0.04,0.76,0.45,0.43,AWI,4,11,1.94,11.7,1.44,-8.9,3,-9.5,1.87,208.2,229.9,206.2,185.51,10.7,1.65,204.9,258.47,-9,1.83,236.9,94.77,11.4,1.73,-9.2,1.96,206.2,40.66,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,0.13,1.55,0.94,0.91,AWI,8,10.8,1.94,11.8,1.49,-9.1,2.99,-8.9,1.9,217.6,229.84,219.6,185.43,10.4,1.65,218.6,258.41,-9.3,1.83,232.8,94.71,11,1.72,-9.8,1.95,203.5,40.6,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,0.18,1.96,1.19,1.15,AWI,10,10.9,1.94,11.7,1.44,-8.4,3.01,-9.4,1.84,206.5,229.97,206.3,185.38,10.7,1.65,202.2,258.55,-9,1.83,239.8,94.8,11.4,1.72,-9.3,1.96,205.5,40.62,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,0.67,2.05,1.39,1.37,AWI,12,10.9,1.94,12.3,1.47,-8.2,3,-7.9,1.98,207.3,229.96,233.6,185.23,10.7,1.65,199.5,258.58,-8.8,1.83,247.8,94.97,11.3,1.72,-9.4,1.95,202.8,40.59,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,1.37,2.32,1.83,1.83,AWI,16,10.5,1.94,11.6,1.45,-9.6,2.99,-9.3,1.84,197,229.93,208.3,185.93,10.3,1.65,194.8,258.51,-9.5,1.83,225.8,94.7,10.9,1.72,-9.9,1.95,199.2,40.59,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,1.57,3.04,2.3,2.29,AWI,20,11.3,1.94,11.7,1.45,-8.5,3,-9.5,1.88,209,229.94,202.2,185.78,11,1.65,204.3,258.51,-8.7,1.83,237.4,94.74,11.7,1.72,-9,1.95,207.1,40.6,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,2.56,3.32,2.91,2.91,AWI,24,11.4,1.94,12,1.51,-7.9,2.99,-8.9,2.02,220.5,229.92,208.5,186.09,10.8,1.65,216.6,258.51,-8.4,1.83,254.8,94.79,11.9,1.72,-8.6,1.96,210.9,40.61,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,3.02,4.08,3.52,3.53,AWI,28,12,1.94,11.9,1.49,-7.4,2.99,-8.6,1.89,225.5,229.91,221.9,185.71,11.3,1.65,216.3,258.5,-7.8,1.83,259.6,94.75,12.4,1.72,-8.1,1.96,217.3,40.62,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,3.26,4.66,3.92,3.94,AWI,32,11.5,1.94,11.7,1.45,-8,2.99,-9.3,1.86,215.5,229.92,204.7,185.98,11,1.65,209.5,258.5,-8.3,1.83,248.5,94.74,11.9,1.72,-8.7,1.95,210,40.6,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,3.43,4.81,4.12,4.12,AWI,36,11.9,1.94,11.7,1.54,-7.7,3,-8.7,1.92,224.5,229.91,223.1,185.95,11.2,1.65,217.3,258.51,-8,1.83,257.3,94.76,12.3,1.72,-8.3,1.96,216.2,40.62,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,3.54,5.03,4.31,4.31,AWI,40,12.4,1.94,11.9,1.51,-6.1,3,-8.6,1.89,246.9,229.86,232.1,185.64,11.6,1.65,243.3,258.42,-7.4,1.83,263.9,94.79,12.9,1.72,-7.5,1.96,221.1,40.63,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,3.85,5.12,4.48,4.48,AWI,44,12,1.94,11,1.52,-7.3,2.99,-9.2,1.94,225.6,229.91,249.1,196.36,11.2,1.65,220.2,258.47,-7.8,1.83,262,94.78,12.4,1.72,-8.1,1.96,215.7,40.62,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,4.03,5.24,4.67,4.66,AWI,48,11.7,1.94,11.8,1.48,-7.8,2.99,-8.9,1.85,226.5,229.87,225.6,185.22,11.1,1.65,219.8,258.46,-8.2,1.83,253.8,94.74,12.1,1.72,-8.4,1.96,215.1,40.62,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,4.29,5.39,4.86,4.86,AWI,52,12.3,1.95,12,1.5,-6.5,3.01,-9,1.92,245.9,229.86,213.6,185.97,11.5,1.65,244,258.43,-7.3,1.83,284.1,95.14,12.8,1.74,-7.6,1.97,221.2,40.8,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,4.59,5.57,5.08,5.08,AWI,56,12.2,1.94,12.5,1.55,-7,2.99,-7.8,2.01,245.6,229.81,241.1,186.17,11.3,1.65,243.3,258.36,-7.6,1.83,266,94.75,12.5,1.72,-7.9,1.96,218.3,40.62,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,4.65,5.71,5.2,5.19,AWI,58,11.6,1.94,12.8,1.58,-8,2.99,-7.5,2,225.1,229.85,241.7,185.54,11,1.65,222.8,258.4,-8.4,1.83,247.1,94.7,11.9,1.72,-8.6,1.95,211.2,40.61,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,4.71,5.93,5.3,5.3,AWI,60,11,1.94,11.8,1.5,-8.8,2.99,-8.2,1.92,208.7,229.89,244.8,186.02,10.6,1.65,205,258.48,-8.9,1.83,237.1,94.69,11.4,1.72,-9.2,1.95,207.4,40.6,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,4.95,6.08,5.53,5.53,AWI,64,11.8,1.94,12.4,1.5,-7.8,2.99,-7.9,1.96,229.9,229.85,242.3,185.9,11.1,1.65,229.1,258.4,-8,1.83,258.6,94.78,12.2,1.72,-8.3,1.96,214.6,40.65,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,5.1,6.33,5.77,5.75,AWI,68,11.4,1.94,11.8,1.49,-7.9,3,-8.9,1.88,223.9,229.9,221.9,185.46,10.9,1.65,218,258.5,-8.4,1.83,259.7,94.95,11.9,1.72,-8.7,1.96,212,40.62,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,5.38,6.55,5.99,5.98,AWI,72,11.4,1.94,11.9,1.5,-8.2,3,-8.8,1.93,218,229.89,229.8,185.64,10.9,1.65,214.5,258.47,-8.5,1.83,244,94.71,11.8,1.72,-8.8,1.96,211.8,40.62,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,5.78,6.67,6.2,6.21,AWI,76,12.2,1.94,11.8,1.5,-7.1,2.99,-8.8,1.93,240.8,229.85,228.7,185.36,11.4,1.65,235.3,258.42,-7.6,1.83,266.7,94.76,12.6,1.72,-7.9,1.96,220.8,40.63,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,5.99,6.88,6.43,6.43,AWI,80,12.1,1.94,11.9,1.51,-6.8,3,-8.8,1.91,242.5,229.86,228.9,185.54,11.4,1.65,239.3,258.43,-7.5,1.83,275.3,94.84,12.6,1.72,-7.9,1.96,219,40.63,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,6.29,7.38,6.8,6.81,AWI,84,12.2,1.94,12.9,1.56,-7.2,2.99,-7.1,1.99,242.5,229.82,243.2,185.61,11.4,1.65,242.1,258.38,-7.6,1.83,265.1,94.75,12.6,1.72,-8,1.96,217.6,40.62,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,6.41,8.21,7.13,7.18,AWI,88,12.4,1.94,11.7,1.51,-6.9,2.99,-8.4,1.9,243.6,229.84,240.3,185.72,11.6,1.65,240.3,258.41,-7.4,1.83,269.1,94.77,12.8,1.72,-7.7,1.96,221.3,40.63,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,6.67,8.73,7.48,7.54,AWI,92,11.9,1.94,11.4,1.6,-7,3,-7.5,1.95,235.1,229.87,309.5,194.06,11.3,1.65,229.4,258.47,-7.7,1.83,273.2,95.18,12.4,1.72,-8.2,1.96,215.6,40.62,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,6.95,9,7.86,7.89,AWI,96,11.3,1.94,11.9,1.47,-8.5,2.99,-9.3,1.88,216.9,229.88,194.9,185.95,10.8,1.65,211.3,258.47,-8.7,1.83,243.4,94.71,11.6,1.72,-9,1.95,208.8,40.6,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,7.11,9.41,8.24,8.24,AWI,100,12.7,1.94,12.5,1.55,-6.4,3,-7.3,1.92,236.7,229.91,266,187.09,11.7,1.65,226.4,258.53,-7,1.83,275.9,94.8,13.1,1.72,-7.3,1.96,224.4,40.64,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,8.05,9.69,8.74,8.77,AWI,104,12.1,1.94,11.9,1.51,-7.4,2.99,-8.5,1.93,233.3,229.87,226.9,186.38,11.3,1.65,230.4,258.42,-7.7,1.83,264.9,94.76,12.5,1.72,-8.1,1.96,217,40.62,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,8.3,9.93,9.01,9.03,AWI,106,12,1.94,11.9,1.49,-7.5,2.99,-9.1,1.91,233.5,229.83,198.8,186.16,11.3,1.65,230,258.42,-8,1.83,256.8,94.73,12.3,1.72,-8.2,1.95,215.6,40.61,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,8.47,10.27,9.28,9.3,AWI,108,12.1,1.94,11.8,1.52,-7.6,3,-8.2,1.93,226.7,229.92,240.5,185.71,11.3,1.65,219.7,258.5,-7.8,1.83,264.2,94.76,12.5,1.72,-8,1.96,219.7,40.63,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,8.85,10.86,9.73,9.76,AWI,112,11.7,1.94,11.6,1.51,-7.8,3,-9.5,1.89,217.7,229.94,209.8,185.16,11.1,1.65,208.5,258.55,-8.2,1.83,254.3,94.75,12.1,1.72,-8.5,1.96,214.8,40.63,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,9.2,11.19,10.16,10.16,AWI,116,12.4,1.94,11.9,1.59,-7,3,-8.5,1.97,213.7,230.07,287.6,192.56,11.5,1.65,198.4,258.71,-7.5,1.83,269.6,94.83,12.8,1.72,-7.7,1.96,221.1,40.63,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,9.39,11.75,10.55,10.56,AWI,120,12.7,1.94,12.8,1.58,-6.6,3,-6.9,1.99,209.6,230.19,328.2,191.11,11.7,1.65,194.4,258.86,-7.1,1.83,278,94.85,13.1,1.72,-7.4,1.96,225.1,40.65,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,9.63,11.83,10.67,10.7,AWI,124,12.5,1.94,12.1,1.6,-7.2,3,-8.5,1.99,204.4,230.14,305.1,192.68,11.6,1.65,189.4,258.76,-7.4,1.83,269.3,94.84,12.9,1.72,-7.7,1.96,218.6,40.63,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,9.81,11.95,10.78,10.85,AWI,128,11.1,1.94,11.7,1.63,-8.9,2.99,-8.8,2.01,176.1,230.26,290.7,194.4,10.6,1.65,162,258.93,-8.9,1.83,243.5,94.75,11.5,1.72,-9.1,1.95,207,40.61,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,9.95,12.06,10.88,10.96,AWI,132,11.5,1.94,11.1,1.62,-8.4,2.99,-8.8,1.98,176.4,230.34,298.8,193.22,10.9,1.65,159.4,259.01,-8.3,1.83,254.6,94.82,11.8,1.72,-8.9,1.95,208.5,40.61,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,10.08,12.15,10.95,11.06,AWI,136,11.1,1.95,11.6,1.67,-8.6,3,-8.3,2.02,182.6,230.26,324,199.16,10.5,1.65,176.4,258.81,-8.5,1.83,256.3,95.01,11.5,1.74,-8.9,1.97,207,40.83,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,10.18,12.25,11.04,11.16,AWI,140,11.5,1.94,11.8,1.58,-8.6,3,-8.8,1.96,177.6,230.3,290.9,190.01,10.9,1.65,158.7,258.98,-8.5,1.83,249.6,94.79,11.9,1.72,-8.8,1.96,211.2,40.62,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,10.51,12.33,11.23,11.34,AWI,144,11.4,1.94,11.1,1.58,-8.4,3,-9.4,1.95,193.4,230.12,276.2,193.16,10.9,1.65,180,258.69,-8.7,1.83,242.7,94.76,11.7,1.72,-8.9,1.96,208.4,40.61,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,10.68,12.41,11.5,11.53,AWI,148,11.4,1.94,10.9,1.6,-8.7,3,-9.4,1.99,184.5,230.21,280.9,191.95,10.9,1.65,169.7,258.87,-8.6,1.83,249.6,94.8,11.8,1.72,-8.9,1.96,209.8,40.61,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,10.96,12.5,11.73,11.72,AWI,152,11.4,1.94,11.7,1.57,-8.6,3,-8.6,2.04,188.3,230.17,306,192.94,10.9,1.65,175,258.8,-8.6,1.83,248.1,94.78,11.8,1.72,-8.9,1.95,209.5,40.61,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,11.27,12.59,11.95,11.93,AWI,156,12.2,1.95,12.1,1.61,-6.9,3.01,-8.1,2.05,212.1,230.2,326.9,194.22,11.4,1.65,204.6,258.74,-7.4,1.84,277.7,95.18,12.6,1.75,-7.8,1.98,218.6,41.01,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,11.4,12.75,12.16,12.13,AWI,160,11.3,1.94,10.8,1.63,-8.8,3,-9.5,2.06,180.2,230.24,279,194.17,10.8,1.65,166.4,258.81,-8.9,1.83,240.4,94.76,11.5,1.72,-9.2,1.95,205.8,40.6,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,11.61,12.82,12.3,12.27,AWI,164,12.3,1.94,12.4,1.56,-6.6,3.01,-8.1,2.02,219.1,230.1,316,190.82,11.5,1.65,208,258.7,-7.6,1.83,268.7,94.87,12.8,1.72,-7.6,1.96,221.4,40.63,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,11.74,12.91,12.44,12.4,AWI,168,11.2,1.94,10.8,1.62,-9.2,2.99,-9.1,2.03,180.8,230.23,287.4,194.42,10.7,1.65,167,258.79,-8.8,1.83,245.1,94.78,11.5,1.72,-9.4,1.95,206.5,40.61,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,11.94,13.01,12.57,12.54,AWI,172,12.1,1.94,11.6,1.58,-7.1,3.01,-8.6,2,199,230.32,306.7,192.56,11.4,1.65,179.5,258.96,-7.4,1.83,291.6,95.38,12.5,1.72,-8.1,1.96,218.5,40.64,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,12.14,13.08,12.7,12.68,AWI,176,11.4,1.94,10.8,1.6,-8.2,3,-9.5,1.95,176.7,230.39,276,190.43,10.9,1.65,156.6,259.09,-8.5,1.83,259.2,94.91,11.8,1.72,-8.8,1.96,211.7,40.61,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,12.24,13.21,12.83,12.82,AWI,180,11.2,1.94,10.9,1.6,-8.6,3.01,-9.6,1.95,156.5,230.6,265.2,189.04,10.7,1.65,128,259.39,-8.6,1.83,256.9,95.11,11.7,1.72,-8.9,1.96,208.6,40.65,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,12.44,13.31,12.95,12.94,AWI,184,11.8,1.94,10.9,1.59,-7.8,3,-9.5,1.91,165.1,230.63,266.5,188.94,10.9,1.65,139.2,259.42,-8,1.83,271.8,95.19,12.4,1.72,-8.2,1.96,215.5,40.64,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,12.57,13.48,13.07,13.06,AWI,188,11.7,1.94,10.9,1.59,-7.9,3,-9.5,1.9,175.6,230.46,267.4,189.64,11,1.65,152.2,259.29,-8.1,1.83,265.3,95.09,12.3,1.72,-8.3,1.96,214.9,40.63,500,Raw,Lake
HANGING,Neotoma,972,1003,Hanging Lake,-138.383333,68.383333,Western North America,12.72,13.61,13.18,13.18,AWI,192,10.9,1.94,10.8,1.6,-9.3,3,-9.5,1.92,148.8,230.61,269.5,189.75,10.3,1.65,124.6,259.37,-9,1.83,245.9,95.01,11.5,1.72,-9.1,1.96,207.2,40.62,500,Raw,Lake
